1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
7921, mesa, minecraft:modified_badlands_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7922, mesa, minecraft:modified_badlands_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
7923, mesa, minecraft:modified_badlands_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7924, mesa, minecraft:modified_badlands_plateau, WATER_AMBIENT, aquaculture:capitaine, 10, 1, 1
7925, mesa, minecraft:modified_badlands_plateau, WATER_AMBIENT, aquaculture:bayad, 10, 1, 2
7926, mesa, minecraft:modified_badlands_plateau, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
7927, mesa, minecraft:modified_badlands_plateau, WATER_AMBIENT, aquaculture:synodontis, 20, 1, 6
7928, mesa, minecraft:modified_badlands_plateau, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
7929, mesa, minecraft:modified_badlands_plateau, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
7930, mesa, minecraft:modified_badlands_plateau, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
7931, mesa, minecraft:modified_badlands_plateau, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
7932, mesa, minecraft:modified_badlands_plateau, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
7933, mesa, minecraft:modified_badlands_plateau, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
7934, mesa, minecraft:modified_badlands_plateau, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
7935, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
7936, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
7937, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
7938, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
7939, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:creeper, 80, 4, 4
7940, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
7941, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
7942, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
7943, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 10, 1, 1
7944, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:foliaath, 70, 1, 4
7945, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:grottol, 10, 1, 1
7946, jungle, minecraft:bamboo_jungle, MONSTER, dannys_expansion:ghoul, 20, 1, 3
7947, jungle, minecraft:bamboo_jungle, MONSTER, dannys_expansion:jungle_golem, 14, 1, 1
7948, jungle, minecraft:bamboo_jungle, MONSTER, dannys_expansion:jungle_slime, 30, 1, 1
7949, jungle, minecraft:bamboo_jungle, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
7950, jungle, minecraft:bamboo_jungle, MONSTER, dannys_expansion:sporer, 10, 1, 1
7951, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7952, jungle, minecraft:bamboo_jungle, MONSTER, alexsmobs:centipede_head, 10, 1, 1
7953, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:foliaath, 70, 1, 4
7954, jungle, minecraft:bamboo_jungle, MONSTER, mowziesmobs:grottol, 10, 1, 1
7955, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:sheep, 12, 4, 4
7956, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:pig, 10, 4, 4
7957, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
7958, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:cow, 10, 4, 4
7959, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:chicken, 10, 4, 4
7960, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
7961, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
7962, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:lyrebird, 10, 2, 5
7963, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:hummingbird, 18, 2, 5
7964, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:budgerigar, 10, 2, 5
7965, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:cockatoo, 10, 2, 5
7966, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
7967, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:macaw, 10, 2, 5
7968, jungle, minecraft:bamboo_jungle, CREATURE, exoticbirds:toucan, 10, 2, 5
7969, jungle, minecraft:bamboo_jungle, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
7970, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 39, 7, 7
7971, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 80, 1, 3
7972, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:hummingbird, 39, 7, 7
7973, jungle, minecraft:bamboo_jungle, CREATURE, alexsmobs:tiger, 80, 1, 3
7974, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
7975, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
7976, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7977, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:fly, 10, 2, 3
7978, jungle, minecraft:bamboo_jungle, AMBIENT, alexsmobs:cockroach, 10, 5, 5
7979, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, minecraft:tropical_fish, 20, 1, 8
7980, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
7981, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
7982, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
7983, jungle, minecraft:bamboo_jungle, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
7984, jungle, minecraft:bamboo_jungle, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
7985, jungle, minecraft:bamboo_jungle, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
7986, jungle, minecraft:bamboo_jungle, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
7987, jungle, minecraft:bamboo_jungle, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
7988, jungle, minecraft:bamboo_jungle, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
7989, jungle, minecraft:bamboo_jungle, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
7990, jungle, minecraft:bamboo_jungle, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
7991, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:spider, 80, 4, 4
7992, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:zombie, 80, 4, 4
7993, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
7994, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:skeleton, 80, 4, 4
7995, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:creeper, 80, 4, 4
7996, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:slime, 80, 4, 4
7997, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:enderman, 5, 1, 4
7998, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:witch, 5, 1, 1
7999, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:ocelot, 10, 1, 1
8000, jungle, minecraft:bamboo_jungle_hills, MONSTER, mowziesmobs:foliaath, 70, 1, 4
8001, jungle, minecraft:bamboo_jungle_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
8002, jungle, minecraft:bamboo_jungle_hills, MONSTER, dannys_expansion:ghoul, 20, 1, 3
8003, jungle, minecraft:bamboo_jungle_hills, MONSTER, dannys_expansion:jungle_golem, 14, 1, 1
8004, jungle, minecraft:bamboo_jungle_hills, MONSTER, dannys_expansion:jungle_slime, 30, 1, 1
8005, jungle, minecraft:bamboo_jungle_hills, MONSTER, dannys_expansion:possessed_armor, 10, 1, 1
8006, jungle, minecraft:bamboo_jungle_hills, MONSTER, dannys_expansion:sporer, 10, 1, 1
8007, jungle, minecraft:bamboo_jungle_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8008, jungle, minecraft:bamboo_jungle_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8009, jungle, minecraft:bamboo_jungle_hills, MONSTER, mowziesmobs:foliaath, 70, 1, 4
8010, jungle, minecraft:bamboo_jungle_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
8011, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:sheep, 12, 4, 4
8012, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:pig, 10, 4, 4
8013, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:chicken, 10, 4, 4
8014, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:cow, 10, 4, 4
8015, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:chicken, 10, 4, 4
8016, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:parrot, 10, 1, 1
8017, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:panda, 80, 1, 2
8018, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:lyrebird, 10, 2, 5
8019, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:hummingbird, 18, 2, 5
8020, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:budgerigar, 10, 2, 5
8021, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:cockatoo, 10, 2, 5
8022, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:gouldianfinch, 10, 2, 5
8023, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:macaw, 10, 2, 5
8024, jungle, minecraft:bamboo_jungle_hills, CREATURE, exoticbirds:toucan, 10, 2, 5
8025, jungle, minecraft:bamboo_jungle_hills, CREATURE, aquaculture:arrau_turtle, 10, 1, 2
8026, jungle, minecraft:bamboo_jungle_hills, CREATURE, alexsmobs:hummingbird, 39, 7, 7
8027, jungle, minecraft:bamboo_jungle_hills, CREATURE, alexsmobs:tiger, 80, 1, 3
8028, jungle, minecraft:bamboo_jungle_hills, CREATURE, alexsmobs:hummingbird, 39, 7, 7
8029, jungle, minecraft:bamboo_jungle_hills, CREATURE, alexsmobs:tiger, 80, 1, 3
8030, jungle, minecraft:bamboo_jungle_hills, AMBIENT, minecraft:bat, 10, 8, 8
8031, jungle, minecraft:bamboo_jungle_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
8032, jungle, minecraft:bamboo_jungle_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8033, jungle, minecraft:bamboo_jungle_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
8034, jungle, minecraft:bamboo_jungle_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8035, jungle, minecraft:bamboo_jungle_hills, WATER_AMBIENT, minecraft:tropical_fish, 20, 1, 8
8036, jungle, minecraft:bamboo_jungle_hills, WATER_AMBIENT, aquaculture:piranha, 20, 1, 6
8037, jungle, minecraft:bamboo_jungle_hills, WATER_AMBIENT, aquaculture:arapaima, 10, 1, 1
8038, jungle, minecraft:bamboo_jungle_hills, WATER_AMBIENT, aquaculture:tambaqui, 10, 1, 2
8039, jungle, minecraft:bamboo_jungle_hills, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
8040, jungle, minecraft:bamboo_jungle_hills, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
8041, jungle, minecraft:bamboo_jungle_hills, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
8042, jungle, minecraft:bamboo_jungle_hills, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
8043, jungle, minecraft:bamboo_jungle_hills, pvj_ambient, projectvibrantjourneys:frog, 30, 1, 2
8044, jungle, minecraft:bamboo_jungle_hills, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
8045, jungle, minecraft:bamboo_jungle_hills, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
8046, jungle, minecraft:bamboo_jungle_hills, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
8047, nether, minecraft:soul_sand_valley, MONSTER, minecraft:skeleton, 20, 5, 5
8048, nether, minecraft:soul_sand_valley, MONSTER, minecraft:ghast, 50, 4, 4
8049, nether, minecraft:soul_sand_valley, MONSTER, minecraft:enderman, 5, 4, 4
8050, nether, minecraft:soul_sand_valley, MONSTER, mowziesmobs:grottol, 10, 1, 1
8051, nether, minecraft:soul_sand_valley, MONSTER, dannys_expansion:magma_gulper, 10, 1, 1
8052, nether, minecraft:soul_sand_valley, MONSTER, dannys_expansion:magma_slime, 10, 1, 1
8053, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8054, nether, minecraft:soul_sand_valley, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8055, nether, minecraft:soul_sand_valley, MONSTER, mowziesmobs:grottol, 10, 1, 1
8056, nether, minecraft:soul_sand_valley, MONSTER, minecraft:zombified_piglin, 10, 1, 4
8057, nether, minecraft:soul_sand_valley, CREATURE, minecraft:strider, 60, 1, 2
8058, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin, 10, 2, 4
8059, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin, 10, 3, 4
8060, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin, 10, 3, 4
8061, nether, minecraft:crimson_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8062, nether, minecraft:crimson_forest, MONSTER, dannys_expansion:magma_gulper, 10, 1, 1
8063, nether, minecraft:crimson_forest, MONSTER, dannys_expansion:magma_slime, 10, 1, 1
8064, nether, minecraft:crimson_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
8065, nether, minecraft:crimson_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
8066, nether, minecraft:crimson_forest, MONSTER, dannys_expansion:rammer, 10, 1, 1
8067, nether, minecraft:crimson_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8068, nether, minecraft:crimson_forest, MONSTER, alexsmobs:crimson_mosquito, 15, 4, 4
8069, nether, minecraft:crimson_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8070, nether, minecraft:crimson_forest, MONSTER, alexsmobs:crimson_mosquito, 15, 4, 4
8071, nether, minecraft:crimson_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8072, nether, minecraft:crimson_forest, MONSTER, minecraft:ghast, 7, 4, 4
8073, nether, minecraft:crimson_forest, CREATURE, minecraft:strider, 60, 1, 2
8074, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
8075, nether, minecraft:warped_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8076, nether, minecraft:warped_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
8077, nether, minecraft:warped_forest, MONSTER, dannys_expansion:mundane_slime, 13, 1, 1
8078, nether, minecraft:warped_forest, MONSTER, dannys_expansion:rammer, 10, 1, 1
8079, nether, minecraft:warped_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8080, nether, minecraft:warped_forest, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8081, nether, minecraft:warped_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8082, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 10, 1, 4
8083, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 7, 4, 4
8084, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
8085, nether, minecraft:warped_forest, CREATURE, alexsmobs:warped_toad, 80, 5, 5
8086, nether, minecraft:warped_forest, CREATURE, alexsmobs:warped_toad, 80, 5, 5
8087, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast, 40, 1, 1
8088, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube, 80, 2, 5
8089, nether, minecraft:basalt_deltas, MONSTER, mowziesmobs:grottol, 10, 1, 1
8090, nether, minecraft:basalt_deltas, MONSTER, dannys_expansion:magma_gulper, 10, 1, 1
8091, nether, minecraft:basalt_deltas, MONSTER, dannys_expansion:magma_slime, 10, 1, 1
8092, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8093, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:straddler, 80, 1, 3
8094, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
8095, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:straddler, 80, 1, 3
8096, nether, minecraft:basalt_deltas, MONSTER, mowziesmobs:grottol, 10, 1, 1
8097, nether, minecraft:basalt_deltas, MONSTER, minecraft:zombified_piglin, 10, 1, 4
8098, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider, 60, 1, 2
8099, nether, minecraft:basalt_deltas, WATER_CREATURE, alexsmobs:stradpole, 10, 1, 1
8100, nether, minecraft:basalt_deltas, WATER_CREATURE, alexsmobs:stradpole, 10, 1, 1
8101, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:spider, 80, 4, 4
8102, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:zombie, 80, 4, 4
8103, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:zombie_villager, 10, 1, 1
8104, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:skeleton, 80, 4, 4
8105, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:creeper, 80, 4, 4
8106, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:slime, 80, 4, 4
8107, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:enderman, 5, 1, 4
8108, plains, projectvibrantjourneys:prairie, MONSTER, minecraft:witch, 5, 1, 1
8109, plains, projectvibrantjourneys:prairie, MONSTER, mowziesmobs:grottol, 10, 1, 1
8110, plains, projectvibrantjourneys:prairie, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8111, plains, projectvibrantjourneys:prairie, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8112, plains, projectvibrantjourneys:prairie, MONSTER, mowziesmobs:grottol, 10, 1, 1
8113, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:sheep, 12, 4, 4
8114, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:pig, 10, 4, 4
8115, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:chicken, 10, 4, 4
8116, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:cow, 10, 4, 4
8117, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:horse, 10, 2, 6
8118, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:donkey, 10, 1, 3
8119, plains, projectvibrantjourneys:prairie, CREATURE, minecraft:rabbit, 10, 2, 3
8120, plains, projectvibrantjourneys:prairie, CREATURE, exoticbirds:peafowl, 10, 2, 5
8121, plains, projectvibrantjourneys:prairie, CREATURE, exoticbirds:pigeon, 12, 2, 5
8122, plains, projectvibrantjourneys:prairie, CREATURE, alexsmobs:raccoon, 10, 2, 4
8123, plains, projectvibrantjourneys:prairie, CREATURE, alexsmobs:crow, 10, 3, 5
8124, plains, projectvibrantjourneys:prairie, CREATURE, alexsmobs:raccoon, 10, 2, 4
8125, plains, projectvibrantjourneys:prairie, CREATURE, alexsmobs:crow, 10, 3, 5
8126, plains, projectvibrantjourneys:prairie, AMBIENT, minecraft:bat, 10, 8, 8
8127, plains, projectvibrantjourneys:prairie, AMBIENT, alexsmobs:fly, 10, 2, 3
8128, plains, projectvibrantjourneys:prairie, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8129, plains, projectvibrantjourneys:prairie, AMBIENT, alexsmobs:fly, 10, 2, 3
8130, plains, projectvibrantjourneys:prairie, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8131, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
8132, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
8133, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
8134, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
8135, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
8136, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
8137, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
8138, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
8139, plains, projectvibrantjourneys:prairie, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
8140, plains, projectvibrantjourneys:prairie, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
8141, plains, projectvibrantjourneys:prairie, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
8142, plains, projectvibrantjourneys:prairie, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
8143, plains, projectvibrantjourneys:prairie, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
8144, plains, projectvibrantjourneys:prairie, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
8145, plains, projectvibrantjourneys:prairie, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
8146, plains, projectvibrantjourneys:prairie, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
8147, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:spider, 80, 4, 4
8148, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:zombie, 80, 4, 4
8149, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:zombie_villager, 10, 1, 1
8150, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:skeleton, 80, 4, 4
8151, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:creeper, 80, 4, 4
8152, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:slime, 80, 4, 4
8153, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:enderman, 5, 1, 4
8154, plains, projectvibrantjourneys:blossoming_fields, MONSTER, minecraft:witch, 5, 1, 1
8155, plains, projectvibrantjourneys:blossoming_fields, MONSTER, mowziesmobs:grottol, 10, 1, 1
8156, plains, projectvibrantjourneys:blossoming_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8157, plains, projectvibrantjourneys:blossoming_fields, MONSTER, alexsmobs:centipede_head, 10, 1, 1
8158, plains, projectvibrantjourneys:blossoming_fields, MONSTER, mowziesmobs:grottol, 10, 1, 1
8159, plains, projectvibrantjourneys:blossoming_fields, CREATURE, minecraft:sheep, 12, 4, 4
8160, plains, projectvibrantjourneys:blossoming_fields, CREATURE, minecraft:pig, 10, 4, 4
8161, plains, projectvibrantjourneys:blossoming_fields, CREATURE, minecraft:chicken, 10, 4, 4
8162, plains, projectvibrantjourneys:blossoming_fields, CREATURE, minecraft:cow, 10, 4, 4
8163, plains, projectvibrantjourneys:blossoming_fields, CREATURE, minecraft:horse, 10, 2, 6
8164, plains, projectvibrantjourneys:blossoming_fields, CREATURE, minecraft:donkey, 10, 1, 3
8165, plains, projectvibrantjourneys:blossoming_fields, CREATURE, exoticbirds:peafowl, 10, 2, 5
8166, plains, projectvibrantjourneys:blossoming_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
8167, plains, projectvibrantjourneys:blossoming_fields, CREATURE, alexsmobs:crow, 10, 3, 5
8168, plains, projectvibrantjourneys:blossoming_fields, CREATURE, alexsmobs:raccoon, 10, 2, 4
8169, plains, projectvibrantjourneys:blossoming_fields, CREATURE, alexsmobs:crow, 10, 3, 5
8170, plains, projectvibrantjourneys:blossoming_fields, AMBIENT, minecraft:bat, 10, 8, 8
8171, plains, projectvibrantjourneys:blossoming_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
8172, plains, projectvibrantjourneys:blossoming_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8173, plains, projectvibrantjourneys:blossoming_fields, AMBIENT, alexsmobs:fly, 10, 2, 3
8174, plains, projectvibrantjourneys:blossoming_fields, AMBIENT, alexsmobs:cockroach, 10, 5, 5
8175, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:perch, 20, 1, 6
8176, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:bluegill, 20, 1, 6
8177, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
8178, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:gar, 10, 1, 2
8179, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:muskellunge, 10, 1, 1
8180, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:catfish, 10, 1, 1
8181, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
8182, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
8183, plains, projectvibrantjourneys:blossoming_fields, WATER_AMBIENT, aquaculture:minnow, 18, 1, 5
8184, plains, projectvibrantjourneys:blossoming_fields, pvj_ambient, projectvibrantjourneys:fly, 15, 1, 3
8185, plains, projectvibrantjourneys:blossoming_fields, pvj_ambient, projectvibrantjourneys:snail, 30, 1, 3
8186, plains, projectvibrantjourneys:blossoming_fields, pvj_ambient, projectvibrantjourneys:slug, 25, 1, 3
8187, plains, projectvibrantjourneys:blossoming_fields, pvj_ambient, projectvibrantjourneys:small_spider, 10, 1, 1
8188, plains, projectvibrantjourneys:blossoming_fields, pvj_water_ambient, projectvibrantjourneys:clam, 10, 1, 3
8189, plains, projectvibrantjourneys:blossoming_fields, pvj_night_ambient, projectvibrantjourneys:firefly, 30, 1, 5
8190, plains, projectvibrantjourneys:blossoming_fields, pvj_night_ambient, projectvibrantjourneys:night_bat, 10, 1, 3
8191, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
8192, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:zombie, 80, 4, 4
8193, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
8194, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
8195, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
8196, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
8197, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
8198, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
8199, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
8200, taiga, projectvibrantjourneys:autumnal_coniferous_forest, MONSTER, alexsmobs:centipede_head, 10, 1, 1
